Дата,Смена,idMO,Гос. номер,Наименование,Объект,Вид работ,Моточасы,Движение, ч,Пробег, км,На объекте, мин,Рейсов,Объём факт, м3,КИП, %,Движение, %,Заявки
2026-02-17,1 смена,1581,С884НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,unknown,8.52,4.27,250.94,268,0,0,71.03,50.08,121613
2026-02-17,1 смена,449,В884ХС86,Самосвал Tatra Т815-2А,Тобольск общая зона,onsite,8.96,3.6,104.7,611,0,0,74.63,40.23,122762
2026-02-17,1 смена,6229,Р886МР186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,9.74,5.46,146.65,631,8,0,81.16,56.02,121654
2026-02-17,1 смена,1584,С886НС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.02,5.84,170.56,644,8,0,91.81,52.99,121613
2026-02-17,1 смена,1585,С887НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,delivery,7.63,4.42,251.06,719,4,0,63.55,57.97,121614
2026-02-17,1 смена,6790,А927ОХ172,Самосвал MERCEDES benz actros 4141AK 8x8,Тобольск общая зона,delivery,10.45,6.35,302.74,715,5,0,87.07,60.8,
2026-02-17,2 смена,6099,А021АТ172,Самосвал SITRACK C7H,Тобольск общая зона,onsite,8.25,3.21,60.77,720,0,0,68.72,38.89,
2026-02-17,2 смена,33,Р027МС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,10.66,5.31,164.35,593,8,0,88.82,49.8,121655
2026-02-17,2 смена,15,Р029МС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,unknown,0,0,0,720,0,0,0,0,
2026-02-17,2 смена,19,Р030МС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,6.46,1.97,22.9,720,0,0,53.87,30.51,121613
2026-02-17,2 смена,13,Т053СС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.86,5.5,201.02,606,9,0,98.86,46.39,121654
